x,y,result
35589,54520,55961
49804,10388,14906
26335,3819,33156
5083,45052,59247
14336,22921,30857
35553,26591,7980
5337,18803,23554
39695,50242,30291
12888,22497,38149
49401,45861,41377
40947,38665,62774
20911,15614,2909
40515,24762,24892
41579,21422,32922
1283,11346,11242
51606,36873,58114
329,35873,53378
47261,26664,18158
39692,52345,14147
6178,54029,2727
9729,41731,9337
15082,15066,36895
60534,54778,45800
65309,7885,40042
11737,49172,48379
53747,52685,4054
22300,9121,62906
2761,62816,16369
33883,44341,44815
18700,35167,41750
55687,4769,30192
6502,56017,60713
40642,53764,46745
17143,14796,61927
40571,23321,26666
3288,50300,62376
65053,18371,11543
65367,60049,4807
7611,65138,51484
2397,19348,17988
48773,56144,4918
6495,5536,51875
65265,9257,51812
2814,33610,51543
53599,21514,25134
3240,43749,41839
26284,9743,16755
34228,1388,22276
63507,51372,3193
16185,38541,65278
9155,19473,24087
23304,8670,32212
37844,23133,43736
3182,45456,61146
22734,5579,30463
64804,5970,25916
61723,5762,36791
11506,61450,57341
15020,14320,64063
29523,3082,36147
35835,32764,49590
46831,62119,38375
42507,15522,62379
63507,40477,16923
1356,14154,20864
13481,10512,47488
33628,36785,58305
19182,5935,45882
59919,22365,19672
51391,17115,20445
27944,50658,35934
23086,24130,29116
56421,34592,48298
20043,5904,24738
48912,49567,31337
8986,19209,38898
16793,55818,16649
15790,59301,62809
5802,13760,6091
34241,7158,24077
27914,47722,65354
17671,61543,6194
18969,36853,38530
1940,13351,45352
59219,53332,23827
30467,21625,64065
38452,53553,12064
45756,29336,49839
22607,261,46199
35240,5981,39827
49829,44227,9112
25191,1085,32827
34507,40981,52468
60387,40309,55161
54741,29090,49014
47468,17118,5409
11274,65139,34546
13123,30244,18546
36455,15064,45198
43595,30136,16959
2858,8524,27949
51762,41311,65377
62077,31981,15856
5109,19147,559
32242,40350,41270
25128,16534,30834
19039,50320,46905
17619,53546,35468
25763,12468,12673
28318,14967,108
41558,10249,62158
32086,52833,40419
9851,45209,5248
17539,46307,35892
60274,61135,50879
10906,63132,9946
4121,62669,21324
38906,661,14074
29112,44015,55938
19808,61355,5597
18828,44937,14146
12351,37868,40756
29719,29971,11032
25877,55483,20607
42440,54196,61256
4913,18461,16890
64445,36999,35084
5756,8759,25088
16671,23296,24125
55067,11407,5017
18893,435,14141
9002,23014,31951
63105,47908,43317
23676,26679,8600
26386,43484,46463
22497,45215,44432
22884,34848,40072
17545,52604,42004
64820,43422,47206
42549,41722,9323
32080,47463,34685
60183,30988,31870
18924,402,58577
39748,35596,61312
23698,29277,10636
47004,42591,33430
29713,56007,16492
68,27280,44734
38377,23744,39707
53960,64764,44581
1691,10919,30512
44441,24575,47331
45768,61986,58608
11642,45050,25639
39871,54191,45228
21235,6413,57751
36117,15880,16535
37402,55042,52194
16283,11612,64631
25100,39981,1624
40889,6567,6926
17035,5065,58756
62574,17103,58646
32346,35413,24163
40847,20768,26765
34640,42539,40689
31688,13543,6698
1577,11918,31073
9992,13219,56233
56969,49863,56918
1873,12666,7018
56277,37990,22238
28547,28141,64481
27494,44830,50959
39753,52595,13704
19274,15105,18602
59162,36309,54980
20170,56198,577
53412,52517,21136
26074,28722,65295
7747,60714,38592
5723,39435,35630
8719,7301,387
51354,18711,24270
20520,42785,62067
3037,22393,796
55452,59314,13057
60384,18462,47571
21917,22341,12903
63292,61671,12638
9398,17029,54294
11238,3022,19949
53338,31409,52448
59220,41213,42709
18388,19757,12626
4398,26136,63065
14933,10121,28078
34,23652,33805
17423,51388,43514
42364,37943,3658
28636,45401,56638
60337,18551,2563
39178,55184,52695
37013,61095,20157
11987,34768,9366
57228,21385,40082
51797,2929,13559
24407,39598,58685
34338,18090,45925
15273,52727,31647
37847,19671,65263
13325,52781,293
29793,13359,27485
10896,47216,7802
64748,53260,11137
19622,27847,12231
33124,14422,98
46399,6765,44344
4068,17874,42254
2322,16055,50633
52642,59551,21096
37440,38902,46605
62481,61848,42620
12962,31282,25495
14401,28236,596
18471,52249,21920
47907,31797,32132
39492,12163,13611
45157,50389,54933
59379,44368,65394
38112,13464,54230
6677,5698,49773
27886,53076,50586
12464,31954,61481
5413,14786,12940
48009,58056,34357
8800,19912,11510
31420,5743,36177
16222,44383,31992
37025,30624,26968
7081,55497,30926
17335,54989,45718
21756,56828,9961
1614,1375,20515
41679,60994,1945
45743,14253,7370
8920,52421,6126
19952,36806,10480
39960,32416,15734
3222,45373,46395
47203,51232,21243
37891,56004,16004
5606,3774,53509
61748,21829,8793
48157,33235,26451
52454,55239,20052
23195,4252,14877
44690,44951,20841
61080,46304,6074
46327,37222,5285
41760,26533,60753
51476,50680,13277
13417,5891,34823
21949,53377,23137
38308,25171,38714
33213,19974,1380
10866,5567,47140
10440,16472,37862
9341,6650,31052
38302,57499,35881
39886,25218,26692
47200,63081,48641
29470,26353,28272
42495,25013,10217
7119,23284,32394
62236,48880,971
49818,48175,20864
34022,63235,53503
54066,55971,10309
51074,26837,60292
15605,18749,13924
46811,26471,65487
24316,57251,52669
42944,33658,54847
63902,15709,23737
25619,38250,7279
40928,7282,47299
35793,4860,10694
33635,12751,64366
29874,40755,31611
36035,26573,9487
24097,20315,54664
9210,58120,21004
18013,63277,49411
48554,3549,46233
24576,64159,51731
22299,5849,17796
25093,46616,51491
63101,2500,44821
14736,61465,52758
18209,40356,30805
34178,59138,8888
47638,4434,5757
63998,15736,53512
17185,28335,36989
56491,53221,34729
54908,15050,19331
7999,64118,16414
7632,26012,18119
61857,56186,17870
29561,20896,21727
54808,51861,13886
26745,14364,63289
32939,24308,64155
16865,47676,53727
20236,35075,11040
22494,54414,36849
28675,4595,25116
58848,27135,7914
20331,10495,19990
55471,11284,38868
63717,44842,64326
26335,6178,18799
43422,33968,24731
32190,39742,27521
24617,61752,23762
60639,13888,9713
48075,21846,46383
28252,15476,41094
46155,45117,16603
63152,854,43560
14654,20109,12464
55268,43330,16532
24704,48579,34247
4928,45035,63364
59075,60399,58861
56320,57254,8112
39703,17118,25599
63432,17588,62692
51086,30084,13901
57331,10166,55567
26298,52432,51620
24054,8836,53493
8741,52306,25953
24313,54896,16877
31886,21927,6338
55750,46541,64677
42037,45481,53478
24333,1203,56180
28522,29261,3219
46239,22059,7574
24123,37022,61727
13776,63826,37878
54140,11670,31486
15877,39689,30789
41755,7670,10185
49855,2515,46966
60103,8371,35529
11351,3306,5751
60678,35664,49101
58202,27027,3453
57592,48415,21160
8031,34091,11094
28359,32365,14813
35295,56881,43403
61626,15997,18891
13403,20212,46362
53019,27179,27799
18501,41622,30618
38850,34378,6696
15773,15067,2856
42048,91,52103
17583,36614,5886
8463,28934,65322
39920,3604,30541
64599,32585,51450
30632,56654,30597
15462,38663,42730
25208,43822,30264
5490,60503,62831
35165,1579,2313
10963,48569,16628
21791,63982,46936
10211,40292,42928
40067,49062,57707
9133,55840,54449
64129,51182,15244
55932,16174,6350
22258,64396,9192
45109,62178,16357
2462,44171,4464
29225,33094,58999
35287,44688,55476
6220,60495,35799
22972,11710,15774
55460,58138,56486
13290,886,44340
41170,35081,54062
64868,51381,33969
9836,39397,23285
34906,18969,27842
29700,33497,52843
4614,20095,5761
49672,26872,57756
18953,29244,10548
23512,21415,65190
7877,52738,50645
54510,43164,38801
31889,60730,27353
38121,54862,44961
6903,28044,49927
47462,20193,25113
28930,23095,46294
55275,28261,38969
8939,65112,40233
2120,43845,62777
18543,31821,60347
11804,23157,54306
51916,61477,53363
50030,5332,41884
25183,8004,62811
26748,33060,41539
60743,15720,6769
10686,27094,30160
10913,48807,30758
16418,17816,3016
11314,63881,60482
38009,40244,26581
21438,27747,9670
2967,30378,56477
27321,5088,63117
8685,45865,45575
36909,20490,7860
3484,23288,35878
16429,53515,64541
28621,41612,15722
61520,55369,24262
9135,56725,12031
5551,19821,19410
18282,16465,60439
3091,34701,25838
34281,14405,7849
33045,6753,3401
54650,54484,41767
34500,57617,11825
19324,61821,1636
62706,28009,65220
42148,34078,17979
48499,45633,45248
57367,64929,31615
33611,20450,17703
41003,29593,57767
10281,50139,62206
20780,15833,36315
4423,39063,48807
32298,7514,1993
8226,1042,28586
21920,41272,21956
7795,11033,48079
30218,42296,37376
3112,49542,12592
38580,281,55666
12013,15191,14886
34359,60513,51059
60824,26188,12504
59904,28897,47813
46638,35370,55683
58491,56919,51672
19971,13734,27308
7215,24394,52504
52797,39513,56019
31909,61024,57113
40555,53830,29281
36758,48351,49978
64863,1438,9170
25109,2438,46537
50980,63689,28496
2719,62994,1629
13342,37079,47867
57970,8629,5653
63267,52336,9127
37527,44368,57607
22168,30480,20323
35750,42140,55601
44214,42965,59876
997,31474,38978
16940,32907,64568
26960,57496,35395
21199,63719,58624
40309,20524,34537
65157,65419,13046
22963,50600,21612
63571,25682,51712
48057,11376,38480
62761,40489,63433
20005,60491,61106
27288,57533,34636
39321,49456,25020
22476,9533,38991
26059,1153,17273
52498,27057,45302
32627,3901,50086
59964,59588,32407
61398,15625,10216
57769,36169,55970
36150,57389,10725
36051,59113,33386
42452,34084,43975
19258,24971,11811
45460,16482,29396
65461,65466,17651
11435,27211,7703
57461,50756,34024
11130,14400,41617
60290,37189,32968
15553,47251,15392
64246,48180,10517
51153,58673,64576
42231,47013,33579
8760,34463,1994
17645,44910,53664
26314,53696,20225
38486,3228,16597
22242,57744,3311
28200,2165,29791
8688,28123,6374
2093,20124,38841
55335,59555,7983
5343,927,55906
8417,95,25530
38117,23970,33207
47347,36826,1264
6613,32962,31004
29961,48844,42207
14437,38721,57025
17769,32082,60326
18094,44084,37779
20240,56581,42879
47313,42483,24012
48787,9975,45373
44648,57476,54195
38099,46742,45977
12062,27896,8990
40759,17405,20103
28824,49177,22449
17501,1403,59174
7609,64848,5104
38229,14223,5615
32272,2652,37260
63068,46710,46577
41374,15300,18842
13254,59469,6409
59384,33494,43996
50512,41160,31860
10440,33761,39589
51135,55088,1846
25700,23697,42188
36293,37763,60647
51594,11515,55539
55168,14880,52840
60692,7132,37903
16284,2763,58250
6443,54514,50862
16987,38715,29971
57167,14517,40516
19887,33003,23263
29817,33142,37542
26934,23664,24249
1099,11909,1778
64824,11539,17625
45671,50422,4551
1090,5833,2535
8582,37383,356
43596,60176,12060
48898,33227,8844
9519,44052,56945
40359,25804,44960
46816,46802,61493
14780,63803,63688
19980,6409,56333
12783,39868,17775
39413,42601,10605
7472,809,25578
727,8571,13982
12719,14,14481
20111,58390,11374
50437,21201,38015
64223,59019,62306
58585,42282,15743
53658,41945,10321
9971,63177,53986
20460,50331,44707
23444,1739,39653
31596,38224,6562
5,51576,56453
44633,12788,1567
25907,18509,7921
55390,33379,11682
19319,56118,26317
41951,32038,6672
56132,62062,64571
24890,41031,57959
17726,23576,45430
34513,10773,29294
320,22633,53710
52719,10292,32758
20273,7641,51513
60623,43717,7378
9381,26681,49475
16404,9386,16197
12720,61038,25075
22175,38628,11574
14009,12027,11095
6470,33328,9962
2607,48421,55121
65366,58740,64342
44946,24718,52901
34234,62672,50463
48295,3209,28326
7908,48615,13423
25843,60627,33717
58907,46117,57032
2731,53993,13092
24296,12112,62966
15137,40701,59663
21498,27858,37673
36201,43674,10966
948,50210,7117
55701,7418,63763
18001,58309,33548
55840,17829,28084
51511,35248,7221
42548,20207,53800
32383,25305,47628
23417,40292,31067
8383,49260,10777
35381,1753,24486
29839,38113,9224
55747,54136,436
50225,5346,53651
29299,6186,56244
33205,65501,60354
49861,34153,18179
50174,40024,26051
41571,2637,58274
32795,31874,54265
20466,18769,31128
1584,63015,12983
38976,33968,50738
22783,62394,51796
8722,31167,40542
46116,44104,53394
32920,10418,61545
16680,23129,58842
64555,1368,877
28476,28317,60091
7555,61681,53924
28281,57416,29256
30297,12917,29128
31902,6331,39549
15554,64698,10214
38205,36021,15162
17929,39790,21440
33499,56906,27930
8220,56282,21898
53762,16943,25164
21911,34341,5361
61048,54832,14250
44760,12190,2705
12423,43778,25006
13559,40900,52913
6557,21114,36260
37043,34838,64225
12992,1803,50268
47756,44895,5337
8134,63310,29956
44055,46339,53926
33794,61985,12044
20591,1755,22275
53353,28812,56969
58037,41578,19862
45756,14411,60536
10381,41267,3742
3705,55142,34420
53457,16129,19476
33382,1478,6323
57029,39940,7346
22593,28535,30700
9240,35585,2434
30338,56997,15317
14942,38472,56938
54769,58998,60917
19273,23026,47910
55445,39865,43773
24781,43261,23578
3139,17281,9240
19301,48896,8769
31692,29683,16221
24625,35397,33162
19288,12544,46539
51526,52670,13557
14023,43018,23373
27072,36616,3913
6015,36313,58309
6664,36353,50951
27772,21606,16964
9288,17004,19566
15067,28561,52192
40030,4974,39661
2889,64812,42339
48236,6028,14824
16555,2000,47491
54925,48247,4618
31684,14012,57236
18107,50972,38110
26557,4096,19198
38104,40581,16284
47114,65177,8273
11659,53129,58643
35952,18324,32611
23945,63725,16697
39931,33233,14930
15192,54998,44331
61795,55222,57337
59973,64684,8937
54496,42671,13158
5175,5514,49810
44672,60100,10403
53761,10818,24465
8574,6331,25562
61791,35132,31854
10427,34357,64813
10175,57541,266
33997,21834,50330
45133,4412,26357
40159,3541,43862
2599,14552,28326
36774,17791,58649
4013,33032,21909
7476,63986,49045
32179,61973,54784
41120,37354,62170
1949,20254,9094
31917,55711,43469
31073,40492,28865
62042,27326,54899
10086,6932,31865
61684,20261,18439
64474,30143,43356
42096,44069,24156
34555,16717,37659
47610,37155,57189
31270,18847,9059
54946,35283,22740
51879,62423,40548
33732,18520,11736
58858,9314,12340
55875,60808,47569
29569,22255,54957
50981,60643,64648
62747,47486,31588
22432,7296,40345
54418,18578,65399
27557,53354,50136
48722,4116,60235
31885,17740,22512
20834,13958,18651
54895,52104,28290
32806,44304,17850
21850,19148,51830
41189,55582,45083
37668,34510,41433
64897,28006,22891
29780,28929,25039
50261,15224,32160
24034,47471,35290
62710,46466,40560
54767,51590,19137
65045,16787,28574
39406,48229,550
20904,5754,62212
431,41738,31076
19713,55327,49244
28305,52519,50948
34094,50156,2357
6129,9746,5173
40200,43798,23987
44256,39560,51211
6267,8499,55052
2951,56528,55866
23724,26986,425
38462,20896,25570
7914,27692,24910
6949,7422,6431
44480,46356,8630
55651,65384,43504
52111,56083,44668
41585,6286,45648
45873,4352,21965
58806,14429,24630
54509,64936,44113
24175,29171,57582
43197,2894,19881
3194,49464,25971
11394,6146,8467
40455,35118,22359
33132,13379,35187
56015,41047,12490
41072,62965,63513
48469,20014,27029
43783,38583,62376
19861,30356,23070
29128,61446,57153
36643,9464,59867
261,29912,23742
23893,54770,36409
29311,48069,8659
18404,6970,53851
50964,21598,58228
56434,62358,47229
27744,31351,26359
31939,60877,36379
44731,22417,31708
36386,20266,52312
19844,19317,59724
40280,63627,61540
57900,60141,32979
28446,21491,3608
56050,65090,48563
30955,56311,55652
29465,54849,19066
45544,58776,16697
37380,63948,53228
208,22807,40596
20009,56642,41179
19628,47754,38050
22456,51568,41552
43093,1650,36804
8447,13942,45491
21916,28291,21740
33260,62197,46077
26381,25622,6127
56801,54828,2947
47114,47313,38197
54381,12532,43846
38087,18308,24105
1843,18093,11212
11546,39224,19982
16504,11754,1077
62031,36514,5997
2859,16122,14886
18730,25316,59375
2152,61824,43740
26966,10599,9074
10228,48883,30219
38891,43489,10534
45542,65272,9029
3573,36805,41829
54563,50688,22153
18580,43406,37472
63220,56668,7273
61714,65063,20199
9223,7722,64113
38750,25728,36777
19476,35244,58799
62242,22336,37167
51366,15435,37281
47652,53518,17379
11722,9080,62789
64117,21951,57284
57963,37470,17474
65440,37968,31391
37205,3476,51930
9235,26230,16169
54164,27815,13797
4099,51846,47171
18946,275,57000
51372,28170,13281
7997,24585,51479
53898,27474,260
59829,50603,63856
49811,45657,62604
500,31925,32671
33638,12222,26363
41006,32217,64602
34173,33432,19512
4150,34076,4978
5862,41356,60360
37552,15097,1461
2049,26178,19284
42913,6148,2998
12487,61859,28395
6423,63860,5154
24491,14421,64522
22908,12852,45525
41896,17199,43977
63455,26169,61641
62857,63956,9638
58095,30957,52675
10641,33563,64866
63175,44815,62854
1458,1788,16225
13353,7320,11549
43145,50905,38988
22418,45194,16634
11546,65332,10938
51342,24034,44326
61654,57766,56660
22357,20608,9382
6650,45265,21493
33460,48546,61788
62464,31378,13150
9178,59784,46028
29797,1735,50066
25204,40438,59756
35299,22841,19750
19715,36758,60853
24630,33068,32360
44078,2237,63886
18436,959,57363
47432,29983,8329
754,33236,56252
54017,62408,34184
25465,10836,38172
17479,32115,51524
56101,50940,37577
15124,53028,65499
16781,24303,13398
47275,46578,31194
26039,6941,62991
21478,61339,21765
29783,41194,10497
32559,54414,60686
8724,11100,37955
56651,27161,40805
12060,38545,944
57144,12814,26118
6244,45624,57396
9685,31710,46334
56460,27164,34443
63826,47024,20714
12566,13412,2249
34515,29348,3468
37716,16252,51603
10388,63755,47695
23194,31866,51595
59556,52977,39472
7522,26578,49476
41853,16247,33529
37678,32967,35705
43409,49738,41899
5975,35015,13090
62552,12219,23437
15101,6699,33404
43930,6024,13795
33864,42218,63467
53048,46431,19075
55631,22026,41161
10241,27809,9745
38278,20629,49102
26027,61472,60293
52496,20046,10293
48912,60019,58255
46624,25227,48704
10729,18764,57907
58195,54138,22313
2965,64170,3283
23616,65518,16425
10852,38718,50153
6680,54782,42217
44742,40544,18537
31462,32253,46179
21438,21556,58412
54279,31679,16289
49365,27020,29935
52309,9855,18710
22955,39268,64353
29901,6329,49272
33749,10988,22759
31557,44478,44574
29752,24214,42857
33079,32718,16925
22847,56695,58451
32698,33699,42068
29875,39378,62157
22943,9080,17940
14384,54406,11135
41334,35823,25985
10424,30076,21710
1964,59790,26380
57097,54274,49592
4108,14514,3587
28004,34009,54524
20844,61754,56165
44997,52402,62453
40695,9212,36394
11078,8236,35153
41931,33925,52597
64931,9091,27351
2087,29269,54490
48469,25030,50669
38350,62854,41141
13899,14146,47978
33139,24323,56596
44222,35104,25993
18576,35781,61027
23841,22684,52917
50296,51846,43180
56694,5602,18775
48062,36153,28943
58004,23219,62238
45366,3545,1189
31456,21759,59488
37471,30849,35180
30851,39558,6827
60119,13783,61808
64589,32932,15018
11099,12950,41665
47078,44239,24196
37274,25763,42096
13806,55851,24286
61545,37647,37814
12997,46304,53433
23956,4153,26635
51906,6480,58476
40307,44373,49550
29700,20136,27182
47919,61156,49442
41896,19853,12640
26468,7209,2510
59412,21049,38921
20992,58463,3697
53982,32092,31200
5876,35522,21981
10793,43151,39808
61286,24600,8718
33464,57294,40146
62248,46462,35073
38060,20666,20699
50615,24429,37285
27147,25385,27797
3264,56847,25240
45521,51184,35503
52465,21879,36987
5499,13395,4813
29088,64911,1213
34445,50081,16981
57837,22889,28398
16635,63714,24252
58412,27429,23483
41328,54161,12835
52029,9254,39532
45917,48740,30898
55717,18439,19497
3868,40794,55068
42868,31015,25121
641,46133,52949
22325,46163,41876
31780,9253,20249
2504,37279,3666
22648,31593,34581
36653,57094,20997
16136,28953,18685
14446,32772,47307
27130,7321,37040
60201,2920,40562
61482,46693,15222
12175,41861,31138
29895,2354,35097
60301,33764,62831
43149,37631,25954
64780,43791,29609
18227,21567,58588
24416,50007,5651
30820,26921,27569
21749,53469,8119
58515,58403,60249
45026,9114,36563
21818,59472,46220
41886,48949,13172
1255,36549,4830
51870,62738,59661
17704,64046,21290
39061,47600,36225
862,33825,36765
15826,44012,51277
5919,15068,38844
22265,24146,28812
36636,46682,16565
8616,1918,33591
8066,30365,59762
55388,1043,524
23231,34876,5753
10157,45050,40829
28810,52044,35914
28461,30066,64440
23056,14793,30707
27266,40761,11041
13302,790,44850
22823,14165,36289
34615,38649,43401
58177,40534,57270
53718,14905,53123
64681,24816,45
61588,7759,58800
26735,4116,6917
38125,16585,24120
5160,61356,57946
51461,15318,59647
40868,14734,25691
1824,3792,23333
44801,24880,36055
18586,6529,677
103,31888,49472
7320,22927,65146
46053,41935,15310
61576,38692,22917
16932,49757,53233
53598,16075,4796
9035,49648,48865
23834,35771,24313
53764,61960,29992
52356,58925,39500
57778,38280,46010
8705,33109,39547
53015,10530,38175
36901,32278,46078
35411,55487,62419
38808,35515,6174
21837,46128,234
58442,2352,610
22526,54481,5640
41045,39458,51824
38700,29105,47054
55533,47736,985
13215,13830,22602
17970,1442,37273
10252,4788,16175
60368,2492,27487
43069,3535,19068
35601,30547,35802
14066,6965,10446
62825,49478,25015
62452,36096,36023
19455,18751,46795
16686,12359,24114
21104,39212,193
1303,62149,31783
13132,40004,33785
25717,3128,42366
22203,38932,55548
16958,40173,39491
40375,27210,27508
44962,35205,21104
29703,22493,26786
38741,65305,47855
53040,52808,42138
6732,50328,17978
36748,3646,11480
20886,56203,38022
22398,37573,30525
3025,43502,16477
11248,4329,56708
40114,24381,44787
44333,293,34146
27509,998,39007
39226,44467,25680
41171,14063,57033
6140,20595,3146
49269,35844,49292
43089,22473,56993
35611,30592,3036
9743,42344,64463
15382,46491,54468
45991,36269,42500
37156,2851,8094
8304,40182,49125
46354,19553,38428
44511,20931,7811
43934,23306,18154
21225,5905,63687
24305,60451,14569
50373,65476,62756
8977,56514,41230
20534,58246,911
26820,63623,29314
15181,62432,29704
28677,24925,43814
39239,44060,3397
5878,19692,60247
14792,43035,6461
22544,23097,27962
17679,3361,57352
42650,62191,42507
24292,21046,22064
19960,45517,53187
26952,44265,58145
40431,11787,55008
44204,49408,41271
2764,64738,12944
42117,29584,532
62824,57299,52270
26479,25964,49529
16686,180,21905
4487,22565,7396
19873,19279,2310
62,42417,36349
42376,17742,7771
45779,19489,19531
14395,4533,29433
40535,34356,2585
50051,1949,38705
13083,24944,41140
13737,57288,11738
8815,16501,33695
56489,50933,2947
46086,53775,27539
42694,7027,34241
14202,59381,48311
7208,18690,38073
16408,27081,53469
37969,16470,56084
3961,14808,6113
34212,49740,275
34297,48608,47372
54274,9295,24335
17426,38787,19013
11244,30510,41004
63732,24982,52062
22260,7010,33264
41483,13211,32224
57943,22031,2966
1449,35099,6616
29059,15652,4278
28943,36267,1488
34342,45351,9488
63349,6773,27149
61821,1772,23160
21582,30496,31260
51513,55880,9354
13567,40249,36217
65175,30993,55140
13499,10882,59952
61504,11694,56642
35865,18226,1700
18704,11810,15654
31438,11109,14905
33842,32888,12454
46209,62901,47692
48540,9614,47594
33631,17344,1110
54965,31442,33737
24118,51249,48695
33215,45701,49634
16208,19190,18018
36043,29775,36054
59440,35681,17836
60769,7401,5657
46564,56736,56274
19095,16891,62114
9425,37800,16045
28702,40863,1628
48910,62544,45826
8213,29581,41531
59907,56754,47872
39196,28000,35645
8560,28624,24176
59443,32679,25528
14335,27120,26840
12842,30544,27414
46310,48886,62621
60320,40213,41389
19029,55551,22884
47614,56,61240
46749,1172,48082
16947,56174,38682
38973,45649,11314
31500,22345,614
42656,39714,4732
51926,37025,32937
30930,25585,57749
65026,39491,27314
54209,58931,22663
6632,3007,64351
20513,19475,53417
33551,1286,19448
2823,28333,3467
41500,21853,17356
18347,23577,37456
21909,65096,53237
24749,38857,47001
55733,63723,24363
18969,21696,26319
20530,61625,35875
61410,6919,49278
33112,26803,37462
32504,32601,7841
756,21175,23125
25994,7389,33141
24182,46508,1656
26865,57733,47412
47795,29688,61014
20529,23758,5073
51542,38876,1523
47335,7913,40864
38435,6547,2656
46770,28630,38736
4732,201,61667
50327,25262,45283
61826,46199,55111
32181,29401,63738
7464,64685,33091
62003,8221,21821
20323,22460,36962
15611,44505,18796
3431,42476,53326
36701,51226,36967
6627,57231,17940
9446,58169,64341
30569,56782,43335
544,3466,5557
63329,47315,39335
32097,2523,37822
47516,16886,19775
27785,43805,12395
63086,59967,5985
7669,5013,36233
59115,4134,52345
13234,13900,28830
26594,28846,14263
58406,30025,7628
5784,29570,61864
15714,12412,16821
21263,25161,10723
5043,51833,15540
16405,5588,22942
55300,14196,60524
52903,21859,44844
16719,34882,15679
38746,44505,14690
13149,36294,49803
38935,20819,17110
41307,32513,17585
24953,54542,31228
46414,51548,62488
17850,39283,27099
16035,23635,40829
3315,31750,30914
36047,24579,31242
56911,41091,44121
10875,7779,37338
46679,637,45130
21975,34044,40941
22497,38695,46435
3388,61243,20922
17663,16538,20104
31999,56599,11733
37358,7769,7239
23574,62311,21500
62312,4450,41041
48322,14624,51056
43733,64357,55915
38260,47049,41153
30570,8770,54479
6091,21943,55707
49861,16966,25241
29723,31003,5960
17603,51698,41119
65047,40100,48191
24856,2898,46415
35806,42520,9438
19437,2267,60609
33581,56795,33077
10037,57155,35982
53569,6811,36800
61606,36353,30923
21436,39801,36711
35173,59697,32939
21312,205,9711
2929,27404,38740
22149,52791,61422
44370,51872,30373
18256,61974,52646
38033,17766,60143
36537,62890,33530
20664,6805,2020
39872,40102,52505
9073,7916,18653
31360,19111,58039
65071,19392,52848
25922,61140,24194
55745,47359,31125
35403,25381,32474
41518,56716,58250
25587,44447,37929
18582,47737,43149
31701,62953,36681
34072,49957,50927
59390,6567,63523
2185,30389,18679
3920,22850,5131
37195,43792,49001
62953,46269,20141
51708,28775,61163
65380,51242,4152
48167,25764,35939
46844,38375,8337
7585,16710,54672
63757,49103,29705
7888,23806,62743
28013,26471,10278
6006,59714,63269
23887,40078,64448
44134,17739,57399
46646,46319,31588
48128,50566,50753
3632,19786,64065
28820,1047,38415
517,14991,60853
29823,359,41469
696,12453,8198
26124,47541,9331
50829,33709,54588
64251,49048,4038
17275,6602,9943
7317,45289,26263
33074,13324,42417
39465,56961,60148
53402,18062,30509
9162,34510,44166
64382,57291,8342
19539,2476,11348
11539,48360,27047
3524,12056,54035
63351,33348,13649
12416,64048,42624
45802,38540,57321
46051,31093,56156
6712,44764,19225
14604,23987,25741
51366,21922,11567
3739,18902,56752
35246,43205,59933
10326,23111,62401
61267,19488,27965
57621,60111,21472
11242,11622,30637
62588,22781,57920
59982,575,18467
34838,57796,48775
33923,47255,18927
56306,14187,11275
20257,36819,19651
45281,26969,55872
16046,59885,49874
50957,1875,7480
16270,54696,56298
20778,51516,55513
32364,31104,40769
9089,28093,15694
50592,1173,13961
22667,61835,62703
12796,19717,53945
19078,7241,4633
20293,53917,2545
65037,54216,22886
35634,55806,19421
2866,55892,20898
27088,48148,2732
17324,43134,53765
42496,2744,36621
45009,58766,61411
57441,250,29465
44745,24267,44192
31354,53835,2162
52361,16409,16756
55008,9490,19504
12706,2267,21195
29208,31785,52316
9508,49501,19375
20164,9008,24217
38180,55799,39919
64814,41047,30870
46154,26365,49865
23657,63478,53588
3961,616,26727
684,48971,59369
59383,58125,3664
49221,38590,2493
16855,15038,37351
26888,3678,35568
31447,16358,40510
13168,44153,18313
18626,42376,10424
10400,28134,23960
26339,30565,64790
37143,64520,42197
20826,36420,11816
40029,1442,10226
62785,63686,57315
64921,1209,39590
64303,68,50894
50181,58148,3139
58194,33865,37110
31200,9511,53560
48903,58088,12530
13189,14812,36025
8909,26358,4770
58965,27536,739
3197,3828,7370
55671,29537,47913
34393,27276,56906
28519,55220,54069
63696,3010,16790
56663,60944,23365
1159,56046,42859
62153,65462,62393
56114,46796,53227
58072,48771,23214
15124,23735,14748
58282,64027,28280
16286,5934,51806
13302,25196,33709
32292,6730,1120
52732,35490,9033
10558,42865,56138
65027,44951,29231
4603,28008,36323
34634,2762,36953
31019,25759,37377
63706,32178,46396
16267,60321,20349
32103,6844,63932
41580,24638,19948
55615,56704,58533
48373,48360,23366
55194,64660,20042
54294,2958,4070
24318,21049,28586
9688,11512,30670
56539,20246,35078
54377,56029,42274
65198,58981,33767
18500,34294,2904
61743,49519,8141
60053,59912,31885
16159,10783,55396
54695,48263,46301
17628,30738,42771
7363,7706,55684
21905,55736,58901
56066,11561,9734
54858,44823,58634
14519,13639,49558
334,24208,58690
25151,56874,16861
44454,13991,48148
47366,44115,56271
7435,328,4461
12872,3641,42939
49847,7388,46041
63553,469,14522
18171,52711,457
48732,35800,7662
